monitoring_period,amount_band,pca_signal_band,transactions,transaction_amount,fraud_cases,fraud_amount,avg_pca_abs_signal,fraud_rate,fraud_amount_bps,appetite_status
2,D8,D8,118,9256.98,0,0.0,20.36089339928797,0.0,0.0,Within appetite
2,D8,D9,166,13793.55,0,0.0,22.957851784690366,0.0,0.0,Within appetite
2,D9,D1,72,9613.27,0,0.0,10.328267828164947,0.0,0.0,Within appetite
2,D9,D10,96,13848.77,1,188.78,33.84384490339104,0.010416666666666666,136.31535508207588,Breach
2,D9,D2,39,5543.5,0,0.0,12.257962417053644,0.0,0.0,Within appetite
2,D9,D3,71,10168.15,0,0.0,13.635736711964933,0.0,0.0,Within appetite
2,D9,D4,92,13049.83,0,0.0,14.951399909522777,0.0,0.0,Within appetite
2,D9,D5,78,10974.08,0,0.0,16.067988963775697,0.0,0.0,Within appetite
2,D9,D6,71,9977.7,0,0.0,17.381489650967996,0.0,0.0,Within appetite
2,D9,D7,73,10247.18,0,0.0,18.62954979727079,0.0,0.0,Within appetite
2,D9,D8,114,16350.24,0,0.0,20.30163641029225,0.0,0.0,Within appetite
2,D9,D9,124,18112.71,0,0.0,23.035404195473095,0.0,0.0,Within appetite
3,D1,D1,163,145.76,0,0.0,10.553945897335984,0.0,0.0,Within appetite
3,D1,D10,98,81.85,2,0.76,33.871812370388504,0.02040816326530612,92.85277947464876,Breach
3,D1,D2,114,95.43,0,0.0,12.382573967157116,0.0,0.0,Within appetite
3,D1,D3,111,92.6,0,0.0,13.678005877228607,0.0,0.0,Within appetite
3,D1,D4,93,79.11,0,0.0,14.944629121549486,0.0,0.0,Within appetite
3,D1,D5,80,60.55,0,0.0,16.172548660843066,0.0,0.0,Within appetite
3,D1,D6,76,44.82,0,0.0,17.2829288355558,0.0,0.0,Within appetite
3,D1,D7,49,34.67,0,0.0,18.538690751407696,0.0,0.0,Within appetite
3,D1,D8,51,38.85,0,0.0,20.262092554229532,0.0,0.0,Within appetite
3,D1,D9,37,26.91,0,0.0,23.063372003126613,0.0,0.0,Within appetite
3,D10,D1,32,8816.99,0,0.0,11.157352712081172,0.0,0.0,Within appetite
3,D10,D10,220,256572.05,1,717.15,39.18525491925271,0.004545454545454545,27.951212924400767,Watchlist
3,D10,D2,49,15152.29,0,0.0,12.404494359209462,0.0,0.0,Within appetite
3,D10,D3,59,18897.06,0,0.0,13.72715560021468,0.0,0.0,Within appetite
3,D10,D4,95,32459.920000000002,0,0.0,14.975206912782252,0.0,0.0,Within appetite
3,D10,D5,117,42834.04,0,0.0,16.13201869370671,0.0,0.0,Within appetite
3,D10,D6,140,54185.06,0,0.0,17.28018192139597,0.0,0.0,Within appetite
3,D10,D7,112,45436.62,0,0.0,18.53500378813515,0.0,0.0,Within appetite
3,D10,D8,129,57784.25,0,0.0,20.271130900235576,0.0,0.0,Within appetite
3,D10,D9,157,79720.36,0,0.0,23.022970705631096,0.0,0.0,Within appetite
3,D2,D1,321,630.39,0,0.0,10.46289849126329,0.0,0.0,Within appetite
3,D2,D10,63,129.21,0,0.0,37.7752320662141,0.0,0.0,Within appetite
3,D2,D2,106,225.08,0,0.0,12.295452392586073,0.0,0.0,Within appetite
3,D2,D3,65,143.86,1,1.52,13.55092594407406,0.015384615384615385,105.65827888224662,Breach
3,D2,D4,57,122.12,0,0.0,14.865311008101898,0.0,0.0,Within appetite
3,D2,D5,51,103.06,0,0.0,16.131230182749974,0.0,0.0,Within appetite
3,D2,D6,34,69.83,0,0.0,17.236123199309542,0.0,0.0,Within appetite
3,D2,D7,43,93.23,0,0.0,18.485131410211892,0.0,0.0,Within appetite
3,D2,D8,37,79.66,0,0.0,20.305866106745647,0.0,0.0,Within appetite
3,D2,D9,19,41.14,0,0.0,23.3917761494862,0.0,0.0,Within appetite
3,D3,D1,189,1043.73,0,0.0,10.552047461755707,0.0,0.0,Within appetite
3,D3,D10,49,259.33,0,0.0,38.440797647944486,0.0,0.0,Within appetite
3,D3,D2,114,681.6800000000001,0,0.0,12.321915355315868,0.0,0.0,Within appetite
3,D3,D3,120,761.64,0,0.0,13.653831171213088,0.0,0.0,Within appetite
3,D3,D4,110,692.46,0,0.0,14.880046935406561,0.0,0.0,Within appetite
3,D3,D5,78,478.62,0,0.0,16.13635074607044,0.0,0.0,Within appetite
3,D3,D6,58,339.05,0,0.0,17.391609119181318,0.0,0.0,Within appetite
3,D3,D7,70,420.18,0,0.0,18.69495395945186,0.0,0.0,Within appetite
3,D3,D8,56,345.62,0,0.0,20.361451520574057,0.0,0.0,Within appetite
3,D3,D9,61,379.97,0,0.0,22.975090665962526,0.0,0.0,Within appetite
3,D4,D1,163,1712.55,0,0.0,10.758226670734125,0.0,0.0,Within appetite
3,D4,D10,26,270.43,0,0.0,36.46124684997624,0.0,0.0,Within appetite
3,D4,D2,117,1233.41,0,0.0,12.415822388087417,0.0,0.0,Within appetite
3,D4,D3,102,1071.16,0,0.0,13.628514990226217,0.0,0.0,Within appetite
3,D4,D4,86,919.03,0,0.0,14.863860757866773,0.0,0.0,Within appetite
3,D4,D5,88,931.98,0,0.0,16.051148199464706,0.0,0.0,Within appetite
3,D4,D6,61,641.46,0,0.0,17.303106367765185,0.0,0.0,Within appetite
3,D4,D7,54,596.55,0,0.0,18.627759840328295,0.0,0.0,Within appetite
3,D4,D8,53,573.13,0,0.0,20.250474309008478,0.0,0.0,Within appetite
3,D4,D9,58,627.88,0,0.0,22.755510112743256,0.0,0.0,Within appetite
3,D5,D1,139,2386.92,0,0.0,10.564205279058054,0.0,0.0,Within appetite
3,D5,D10,46,802.74,3,57.0,36.42073156283183,0.06521739130434782,710.0680170416324,Breach
3,D5,D2,91,1567.55,0,0.0,12.397862608650447,0.0,0.0,Within appetite
3,D5,D3,110,1904.4099999999999,0,0.0,13.709960656997438,0.0,0.0,Within appetite
3,D5,D4,131,2244.44,0,0.0,14.933616431445973,0.0,0.0,Within appetite
3,D5,D5,141,2466.37,0,0.0,16.115690996830743,0.0,0.0,Within appetite
3,D5,D6,102,1733.44,0,0.0,17.266319831924225,0.0,0.0,Within appetite
3,D5,D7,86,1509.15,0,0.0,18.587183916485802,0.0,0.0,Within appetite
3,D5,D8,76,1317.8,0,0.0,20.152142683018795,0.0,0.0,Within appetite
3,D5,D9,73,1252.48,0,0.0,22.965122755187068,0.0,0.0,Within appetite
3,D6,D1,163,4742.95,0,0.0,10.531601304278489,0.0,0.0,Within appetite
3,D6,D10,30,863.56,0,0.0,34.57384164316107,0.0,0.0,Within appetite
3,D6,D2,108,3213.7799999999997,0,0.0,12.35305123024039,0.0,0.0,Within appetite
3,D6,D3,111,3175.33,0,0.0,13.6091748139969,0.0,0.0,Within appetite
3,D6,D4,130,3858.39,0,0.0,14.872249897329445,0.0,0.0,Within appetite
3,D6,D5,121,3404.96,0,0.0,16.104826890988992,0.0,0.0,Within appetite
3,D6,D6,91,2653.15,0,0.0,17.31573781752667,0.0,0.0,Within appetite
3,D6,D7,87,2444.56,0,0.0,18.545453848691338,0.0,0.0,Within appetite
3,D6,D8,70,2044.85,0,0.0,20.31167607868182,0.0,0.0,Within appetite
3,D6,D9,91,2637.05,0,0.0,22.81966324927949,0.0,0.0,Within appetite
3,D7,D1,185,8918.37,0,0.0,10.667091618783694,0.0,0.0,Within appetite
3,D7,D10,43,2020.49,0,0.0,33.399306459136206,0.0,0.0,Within appetite
3,D7,D2,116,5458.51,0,0.0,12.377651778705834,0.0,0.0,Within appetite
3,D7,D3,106,4948.55,0,0.0,13.665925631276522,0.0,0.0,Within appetite
3,D7,D4,160,7501.69,0,0.0,14.930564867295951,0.0,0.0,Within appetite
3,D7,D5,148,6984.98,0,0.0,16.078655538169436,0.0,0.0,Within appetite
3,D7,D6,136,6331.02,0,0.0,17.2299980863982,0.0,0.0,Within appetite
3,D7,D7,89,4242.45,0,0.0,18.57423639899011,0.0,0.0,Within appetite
3,D7,D8,81,3816.02,0,0.0,20.218270560474544,0.0,0.0,Within appetite
3,D7,D9,74,3491.03,0,0.0,22.64690187578551,0.0,0.0,Within appetite
3,D8,D1,160,12107.2,0,0.0,10.504154911234787,0.0,0.0,Within appetite
3,D8,D10,127,10839.4,0,0.0,41.3548199762039,0.0,0.0,Within appetite
3,D8,D2,100,7928.07,0,0.0,12.351094871867344,0.0,0.0,Within appetite
3,D8,D3,136,10345.18,0,0.0,13.66590829810647,0.0,0.0,Within appetite
3,D8,D4,155,12174.29,0,0.0,14.912373917205946,0.0,0.0,Within appetite
3,D8,D5,165,13146.7,0,0.0,16.13841443180131,0.0,0.0,Within appetite
3,D8,D6,109,8597.16,0,0.0,17.29034810626547,0.0,0.0,Within appetite
3,D8,D7,103,8100.0199999999995,0,0.0,18.56151881475624,0.0,0.0,Within appetite
3,D8,D8,96,7602.64,0,0.0,20.259869677695445,0.0,0.0,Within appetite
3,D8,D9,104,8352.63,0,0.0,22.754928409485803,0.0,0.0,Within appetite
3,D9,D1,135,18675.85,0,0.0,10.51253969501281,0.0,0.0,Within appetite
3,D9,D10,52,7392.94,2,230.11,32.820048885383876,0.038461538461538464,311.25641490394895,Breach
3,D9,D2,101,13923.93,0,0.0,12.480432161963545,0.0,0.0,Within appetite
3,D9,D3,105,14943.72,0,0.0,13.741349604482858,0.0,0.0,Within appetite
3,D9,D4,145,20725.3,0,0.0,14.956744041952518,0.0,0.0,Within appetite
3,D9,D5,141,21017.89,0,0.0,16.080731118829842,0.0,0.0,Within appetite
3,D9,D6,127,18123.2,0,0.0,17.29095797231315,0.0,0.0,Within appetite
3,D9,D7,109,15865.84,0,0.0,18.559287492086586,0.0,0.0,Within appetite
3,D9,D8,107,15383.75,0,0.0,20.249500475693093,0.0,0.0,Within appetite
3,D9,D9,97,14237.84,0,0.0,22.764949975901224,0.0,0.0,Within appetite
4,D1,D1,163,139.18,0,0.0,10.49127405203356,0.0,0.0,Within appetite
4,D1,D10,105,89.17,1,1.0,40.546949488691084,0.009523809523809525,112.145340361108,Watchlist
4,D1,D2,100,83.73,0,0.0,12.385524335989977,0.0,0.0,Within appetite
4,D1,D3,114,93.89,0,0.0,13.665083326768952,0.0,0.0,Within appetite
4,D1,D4,101,83.98,0,0.0,14.910000275297442,0.0,0.0,Within appetite
4,D1,D5,87,64.97,0,0.0,16.084151070113002,0.0,0.0,Within appetite
4,D1,D6,54,32.76,0,0.0,17.213060142022396,0.0,0.0,Within appetite
4,D1,D7,36,25.94,0,0.0,18.58335290807382,0.0,0.0,Within appetite
4,D1,D8,39,30.62,0,0.0,20.081475154261515,0.0,0.0,Within appetite
4,D1,D9,49,32.56,0,0.0,23.166283811692335,0.0,0.0,Within appetite
4,D10,D1,33,8568.09,0,0.0,11.021716973115007,0.0,0.0,Within appetite
4,D10,D10,279,312839.1,1,776.83,38.787343615747254,0.0035842293906810036,24.83161471823695,Watchlist
4,D10,D2,59,16732.920000000002,0,0.0,12.385597841747943,0.0,0.0,Within appetite
4,D10,D3,79,25508.64,0,0.0,13.815569172358543,0.0,0.0,Within appetite
4,D10,D4,110,37139.03,0,0.0,14.976742582959748,0.0,0.0,Within appetite
4,D10,D5,135,49591.32,0,0.0,16.148356949008193,0.0,0.0,Within appetite
4,D10,D6,99,38055.67,0,0.0,17.299279017542386,0.0,0.0,Within appetite
4,D10,D7,148,62293.49,0,0.0,18.566531583928153,0.0,0.0,Within appetite
4,D10,D8,143,66679.01,0,0.0,20.305932498261154,0.0,0.0,Within appetite
